,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
6,GO_Biological_Process_2018,regulation of striated muscle cell differentiation (GO:0051153),1/8,0.0071785287204102,0.0633585030462752,0,0,167.85714285714286,828.6537822644398,NRG1
16,GO_Biological_Process_2018,phosphate-containing compound metabolic process (GO:0006796),2/183,0.0115703292352687,0.0633585030462752,0,0,13.674723756906078,60.97984993065522,PTPRB;LIMD1
1,GO_Biological_Process_2018,regulation of protein heterodimerization activity (GO:0043497),1/7,0.0062838777740325,0.0633585030462752,0,0,195.843137254902,992.8792720611536,NRG1
8,GO_Biological_Process_2018,negative regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902894),1/9,0.0080724193100501,0.0633585030462752,0,0,146.86764705882354,707.7995527019895,NFIB
10,GO_Biological_Process_2018,positive regulation of posttranscriptional gene silencing (GO:0060148),1/11,0.0098579216348164,0.0633585030462752,0,0,117.48235294117649,542.7073703814344,LIMD1
11,GO_Biological_Process_2018,cardiac muscle cell membrane repolarization (GO:0099622),1/11,0.0098579216348164,0.0633585030462752,0,0,117.48235294117649,542.7073703814344,KCND3
12,GO_Biological_Process_2018,regulation of hippo signaling (GO:0035330),1/11,0.0098579216348164,0.0633585030462752,0,0,117.48235294117649,542.7073703814344,LIMD1
13,GO_Biological_Process_2018,membrane repolarization during action potential (GO:0086011),1/11,0.0098579216348164,0.0633585030462752,0,0,117.48235294117649,542.7073703814344,KCND3
14,GO_Biological_Process_2018,cytoplasmic mRNA processing body assembly (GO:0033962),1/11,0.0098579216348164,0.0633585030462752,0,0,117.48235294117649,542.7073703814344,LIMD1
15,GO_Biological_Process_2018,viral RNA genome replication (GO:0039694),1/12,0.0107495345067081,0.0633585030462752,0,0,106.79679144385028,484.0984098875249,ATG16L1
9,GO_Biological_Process_2018,central nervous system projection neuron axonogenesis (GO:0021952),1/10,0.0089655500933473,0.0633585030462752,0,0,130.54248366013073,615.425022203049,NFIB
33,GO_Biological_Process_2018,striated muscle cell differentiation (GO:0051146),1/19,0.01696963087688,0.0648838827645412,0,0,65.24183006535948,265.9472259849427,NRG1
34,GO_Biological_Process_2018,positive regulation of gene silencing by miRNA (GO:2000637),1/20,0.0178551954764704,0.066319297484033,0,0,61.80495356037152,248.79341471282052,LIMD1
35,GO_Biological_Process_2018,regulation of ERBB signaling pathway (GO:1901184),1/22,0.0196240651712844,0.0708646797851937,0,0,55.91316526610644,219.7945772360195,NRG1
36,GO_Biological_Process_2018,mammary gland development (GO:0030879),1/24,0.0213899261577365,0.0751537946082634,0,0,51.0460358056266,196.26359569838613,NRG1
37,GO_Biological_Process_2018,glial cell differentiation (GO:0010001),1/25,0.0222717298790694,0.076192760112606,0,0,48.91666666666666,186.10038260880103,NFIB
38,GO_Biological_Process_2018,regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902893),1/26,0.0231527832149216,0.0771759440497388,0,0,46.95764705882353,176.82560723797164,NFIB
39,GO_Biological_Process_2018,negative regulation of osteoblast differentiation (GO:0045668),1/27,0.0240330867565966,0.0781075319589389,0,0,45.14932126696833,168.33128827465845,LIMD1
196,GO_Biological_Process_2017b,1-deoxy-D-xylulose 5-phosphate metabolic process (GO:0052863),1/16,0.0143084109196949,0.0783056460945186,0,0,78.30196078431372,332.5412031884909,PTPRB
195,GO_Biological_Process_2017b,ribose phosphate metabolic process (GO:0019693),1/16,0.0143084109196949,0.0783056460945186,0,0,78.30196078431372,332.5412031884909,PTPRB
194,GO_Biological_Process_2017b,mesenchymal cell differentiation involved in mammary gland development (GO:0060610),1/15,0.01341982690512,0.0783056460945186,0,0,83.89915966386555,361.6911269349327,NRG1
193,GO_Biological_Process_2017b,membrane repolarization during SA node cell action potential (GO:0086052),1/15,0.01341982690512,0.0783056460945186,0,0,83.89915966386555,361.6911269349327,KCND3
192,GO_Biological_Process_2017b,negative regulation of ERBB3 signaling pathway (GO:1905579),1/14,0.0125304865571366,0.0783056460945186,0,0,90.3574660633484,395.7287161899813,NRG1
191,GO_Biological_Process_2017b,positive regulation of sarcomere organization (GO:0060298),1/14,0.0125304865571366,0.0783056460945186,0,0,90.3574660633484,395.7287161899813,NRG1
189,GO_Biological_Process_2017b,cardiac muscle cell development (GO:0055013),1/13,0.011640389286531,0.0783056460945186,0,0,97.8921568627451,435.94063546940737,NRG1
197,GO_Biological_Process_2017b,6-sulfoquinovose(1-) catabolic process to glycerone phosphate and 3-sulfolactaldehyde (GO:0061720),1/16,0.0143084109196949,0.0783056460945186,0,0,78.30196078431372,332.5412031884909,PTPRB
188,GO_Biological_Process_2017b,cytoplasmic mRNA processing body assembly (GO:0033962),1/13,0.011640389286531,0.0783056460945186,0,0,97.8921568627451,435.94063546940737,LIMD1
187,GO_Biological_Process_2017b,negative regulation of hippo signaling (GO:0035331),1/12,0.0107495345067081,0.0783056460945186,0,0,106.79679144385028,484.0984098875249,LIMD1
186,GO_Biological_Process_2017b,cardiac muscle cell myoblast differentiation (GO:0060379),1/12,0.0107495345067081,0.0783056460945186,0,0,106.79679144385028,484.0984098875249,NRG1
185,GO_Biological_Process_2017b,mammary gland morphogenesis (GO:0060443),1/12,0.0107495345067081,0.0783056460945186,0,0,106.79679144385028,484.0984098875249,NRG1
184,GO_Biological_Process_2017b,ventricular cardiac muscle cell differentiation (GO:0055012),1/12,0.0107495345067081,0.0783056460945186,0,0,106.79679144385028,484.0984098875249,NRG1
190,GO_Biological_Process_2017b,membrane repolarization during AV node cell action potential (GO:0086049),1/13,0.011640389286531,0.0783056460945186,0,0,97.8921568627451,435.94063546940737,KCND3
198,GO_Biological_Process_2017b,6-sulfoquinovose(1-) catabolic process to 3-sulfopropanediol(1-) (GO:0061721),1/16,0.0143084109196949,0.0783056460945186,0,0,78.30196078431372,332.5412031884909,PTPRB
200,GO_Biological_Process_2017b,O3-(N-acetylglucosamine-1-phosphoryl)-L-serine biosynthetic process (GO:0018425),1/16,0.0143084109196949,0.0783056460945186,0,0,78.30196078431372,332.5412031884909,PTPRB
183,GO_Biological_Process_2017b,membrane repolarization during cardiac muscle cell action potential (GO:0086013),1/12,0.0107495345067081,0.0783056460945186,0,0,106.79679144385028,484.0984098875249,KCND3
214,GO_Biological_Process_2017b,L-methionine biosynthetic process from O-phospho-L-homoserine and cystathionine (GO:0019283),1/17,0.0151962391911868,0.0783056460945186,0,0,73.40441176470588,307.3227868353231,PTPRB
213,GO_Biological_Process_2017b,glucose 1-phosphate metabolic process (GO:0019255),1/16,0.0143084109196949,0.0783056460945186,0,0,78.30196078431372,332.5412031884909,PTPRB
212,GO_Biological_Process_2017b,glyceraldehyde-3-phosphate metabolic process (GO:0019682),1/16,0.0143084109196949,0.0783056460945186,0,0,78.30196078431372,332.5412031884909,PTPRB
211,GO_Biological_Process_2017b,phosphagen metabolic process (GO:0006599),1/16,0.0143084109196949,0.0783056460945186,0,0,78.30196078431372,332.5412031884909,PTPRB
210,GO_Biological_Process_2017b,"cyclic 2,3-bisphospho-D-glycerate biosynthetic process (GO:1901369)",1/16,0.0143084109196949,0.0783056460945186,0,0,78.30196078431372,332.5412031884909,PTPRB
209,GO_Biological_Process_2017b,D-glycero-D-manno-heptose 7-phosphate metabolic process (GO:2001060),1/16,0.0143084109196949,0.0783056460945186,0,0,78.30196078431372,332.5412031884909,PTPRB
199,GO_Biological_Process_2017b,nucleoside phosphate metabolic process (GO:0006753),1/16,0.0143084109196949,0.0783056460945186,0,0,78.30196078431372,332.5412031884909,PTPRB
208,GO_Biological_Process_2017b,alditol phosphate metabolic process (GO:0052646),1/16,0.0143084109196949,0.0783056460945186,0,0,78.30196078431372,332.5412031884909,PTPRB
206,GO_Biological_Process_2017b,carbamoyl phosphate metabolic process (GO:0070408),1/16,0.0143084109196949,0.0783056460945186,0,0,78.30196078431372,332.5412031884909,PTPRB
205,GO_Biological_Process_2017b,methanopterin-containing compound metabolic process (GO:2001115),1/16,0.0143084109196949,0.0783056460945186,0,0,78.30196078431372,332.5412031884909,PTPRB
204,GO_Biological_Process_2017b,phosphate-containing compound metabolic process (GO:0006796),1/16,0.0143084109196949,0.0783056460945186,0,0,78.30196078431372,332.5412031884909,PTPRB
203,GO_Biological_Process_2017b,xylulose 5-phosphate metabolic process (GO:0051167),1/16,0.0143084109196949,0.0783056460945186,0,0,78.30196078431372,332.5412031884909,PTPRB
202,GO_Biological_Process_2017b,regulation of protein homodimerization activity (GO:0043496),1/16,0.0143084109196949,0.0783056460945186,0,0,78.30196078431372,332.5412031884909,NRG1
201,GO_Biological_Process_2017b,D-tagatose 6-phosphate metabolic process (GO:2001058),1/16,0.0143084109196949,0.0783056460945186,0,0,78.30196078431372,332.5412031884909,PTPRB
207,GO_Biological_Process_2017b,deoxyribose phosphate metabolic process (GO:0019692),1/16,0.0143084109196949,0.0783056460945186,0,0,78.30196078431372,332.5412031884909,PTPRB
182,GO_Biological_Process_2017b,membrane repolarization during bundle of His cell action potential (GO:0086050),1/12,0.0107495345067081,0.0783056460945186,0,0,106.79679144385028,484.0984098875249,KCND3
163,GO_Biological_Process_2017b,potassium ion export (GO:0071435),1/9,0.0080724193100501,0.0783056460945186,0,0,146.86764705882354,707.7995527019895,KCND3
180,GO_Biological_Process_2017b,atrial cardiac muscle cell differentiation (GO:0055011),1/11,0.0098579216348164,0.0783056460945186,0,0,117.48235294117649,542.7073703814344,NRG1
176,GO_Biological_Process_2017b,His-Purkinje system cell differentiation (GO:0060932),1/11,0.0098579216348164,0.0783056460945186,0,0,117.48235294117649,542.7073703814344,NRG1
175,GO_Biological_Process_2017b,negative stranded viral RNA replication (GO:0039689),1/11,0.0098579216348164,0.0783056460945186,0,0,117.48235294117649,542.7073703814344,ATG16L1
174,GO_Biological_Process_2017b,cardiac neural crest cell development involved in heart development (GO:0061308),1/11,0.0098579216348164,0.0783056460945186,0,0,117.48235294117649,542.7073703814344,NRG1
173,GO_Biological_Process_2017b,mammary gland development (GO:0030879),1/10,0.0089655500933473,0.0783056460945186,0,0,130.54248366013073,615.425022203049,NRG1
172,GO_Biological_Process_2017b,thelarche (GO:0042695),1/10,0.0089655500933473,0.0783056460945186,0,0,130.54248366013073,615.425022203049,NRG1
171,GO_Biological_Process_2017b,left ventricular trabecular myocardium morphogenesis (GO:0003225),1/10,0.0089655500933473,0.0783056460945186,0,0,130.54248366013073,615.425022203049,NRG1
170,GO_Biological_Process_2017b,right ventricular trabecular myocardium morphogenesis (GO:0003227),1/10,0.0089655500933473,0.0783056460945186,0,0,130.54248366013073,615.425022203049,NRG1
169,GO_Biological_Process_2017b,membrane repolarization during Purkinje myocyte action potential (GO:0086051),1/9,0.0080724193100501,0.0783056460945186,0,0,146.86764705882354,707.7995527019895,KCND3
168,GO_Biological_Process_2017b,glial cell differentiation (GO:0010001),1/9,0.0080724193100501,0.0783056460945186,0,0,146.86764705882354,707.7995527019895,NFIB
167,GO_Biological_Process_2017b,potassium ion export from cell (GO:0098668),1/9,0.0080724193100501,0.0783056460945186,0,0,146.86764705882354,707.7995527019895,KCND3
166,GO_Biological_Process_2017b,radial glial cell differentiation (GO:0060019),1/9,0.0080724193100501,0.0783056460945186,0,0,146.86764705882354,707.7995527019895,NFIB
165,GO_Biological_Process_2017b,glial cell development (GO:0021782),1/9,0.0080724193100501,0.0783056460945186,0,0,146.86764705882354,707.7995527019895,NFIB
164,GO_Biological_Process_2017b,cardiac muscle cell membrane repolarization (GO:0099622),1/9,0.0080724193100501,0.0783056460945186,0,0,146.86764705882354,707.7995527019895,KCND3
215,GO_Biological_Process_2017b,thiamine diphosphate metabolic process (GO:0042357),1/17,0.0151962391911868,0.0783056460945186,0,0,73.40441176470588,307.3227868353231,PTPRB
162,GO_Biological_Process_2017b,cardiac glial cell differentiation (GO:0060950),1/8,0.0071785287204102,0.0783056460945186,0,0,167.85714285714286,828.6537822644398,NFIB
161,GO_Biological_Process_2017b,glial cell fate commitment (GO:0021781),1/8,0.0071785287204102,0.0783056460945186,0,0,167.85714285714286,828.6537822644398,NFIB
160,GO_Biological_Process_2017b,negative regulation of secretion (GO:0051048),1/8,0.0071785287204102,0.0783056460945186,0,0,167.85714285714286,828.6537822644398,NRG1
179,GO_Biological_Process_2017b,positive regulation of miRNA mediated inhibition of translation (GO:1905618),1/11,0.0098579216348164,0.0783056460945186,0,0,117.48235294117649,542.7073703814344,LIMD1
147,GO_Biological_Process_2017b,phosphorylation (GO:0016310),2/46,0.0007734351437291583,0.0783056460945186,0,0,56.64204545454545,405.82149239611823,PTPRB;LIMD1
148,GO_Biological_Process_2017b,negative regulation of gastric acid secretion (GO:0060455),1/6,0.0053884659389882,0.0783056460945186,0,0,235.0235294117647,1227.644124299904,NRG1
149,GO_Biological_Process_2017b,lateral line nerve glial cell differentiation (GO:0048895),1/6,0.0053884659389882,0.0783056460945186,0,0,235.0235294117647,1227.644124299904,NFIB
150,GO_Biological_Process_2017b,glial cell differentiation involved in amphid sensory organ development (GO:0003398),1/6,0.0053884659389882,0.0783056460945186,0,0,235.0235294117647,1227.644124299904,NFIB
151,GO_Biological_Process_2017b,negative regulation of testosterone secretion (GO:2000844),1/7,0.0062838777740325,0.0783056460945186,0,0,195.843137254902,992.8792720611536,NRG1
181,GO_Biological_Process_2017b,mRNA cleavage involved in gene silencing by miRNA (GO:0035279),1/12,0.0107495345067081,0.0783056460945186,0,0,106.79679144385028,484.0984098875249,LIMD1
152,GO_Biological_Process_2017b,negative regulation of renal sodium excretion (GO:0035814),1/7,0.0062838777740325,0.0783056460945186,0,0,195.843137254902,992.8792720611536,NRG1
154,GO_Biological_Process_2017b,negative regulation of androstenedione secretion (GO:2000838),1/7,0.0062838777740325,0.0783056460945186,0,0,195.843137254902,992.8792720611536,NRG1
155,GO_Biological_Process_2017b,negative regulation of estrone secretion (GO:2000868),1/7,0.0062838777740325,0.0783056460945186,0,0,195.843137254902,992.8792720611536,NRG1
156,GO_Biological_Process_2017b,negative regulation of estradiol secretion (GO:2000865),1/7,0.0062838777740325,0.0783056460945186,0,0,195.843137254902,992.8792720611536,NRG1
157,GO_Biological_Process_2017b,negative regulation of saliva secretion (GO:1905747),1/8,0.0071785287204102,0.0783056460945186,0,0,167.85714285714286,828.6537822644398,NRG1
158,GO_Biological_Process_2017b,osteoblast development (GO:0002076),1/8,0.0071785287204102,0.0783056460945186,0,0,167.85714285714286,828.6537822644398,LIMD1
159,GO_Biological_Process_2017b,positive regulation of cardiac muscle cell differentiation (GO:2000727),1/8,0.0071785287204102,0.0783056460945186,0,0,167.85714285714286,828.6537822644398,NRG1
153,GO_Biological_Process_2017b,negative regulation of dehydroepiandrosterone secretion (GO:2000841),1/7,0.0062838777740325,0.0783056460945186,0,0,195.843137254902,992.8792720611536,NRG1
216,GO_Biological_Process_2017b,mammary gland epithelium development (GO:0061180),1/17,0.0151962391911868,0.0783056460945186,0,0,73.40441176470588,307.3227868353231,NRG1
178,GO_Biological_Process_2017b,cardiac pacemaker cell differentiation (GO:0060920),1/11,0.0098579216348164,0.0783056460945186,0,0,117.48235294117649,542.7073703814344,NRG1
218,GO_Biological_Process_2017b,regulation of protein heterodimerization activity (GO:0043497),1/17,0.0151962391911868,0.0783056460945186,0,0,73.40441176470588,307.3227868353231,NRG1
177,GO_Biological_Process_2017b,positive regulation of myotube differentiation (GO:0010831),1/11,0.0098579216348164,0.0783056460945186,0,0,117.48235294117649,542.7073703814344,NRG1
229,GO_Biological_Process_2017b,production of miRNAs involved in gene silencing by miRNA (GO:0035196),1/19,0.01696963087688,0.0783056460945186,0,0,65.24183006535948,265.9472259849427,LIMD1
228,GO_Biological_Process_2017b,membrane repolarization during atrial cardiac muscle cell action potential (GO:0098914),1/19,0.01696963087688,0.0783056460945186,0,0,65.24183006535948,265.9472259849427,KCND3
227,GO_Biological_Process_2017b,miRNA mediated inhibition of translation (GO:0035278),1/19,0.01696963087688,0.0783056460945186,0,0,65.24183006535948,265.9472259849427,LIMD1
226,GO_Biological_Process_2017b,GDP-mannose biosynthetic process from fructose-6-phosphate (GO:0061729),1/19,0.01696963087688,0.0783056460945186,0,0,65.24183006535948,265.9472259849427,PTPRB
225,GO_Biological_Process_2017b,pyridoxal phosphate metabolic process (GO:0042822),1/19,0.01696963087688,0.0783056460945186,0,0,65.24183006535948,265.9472259849427,PTPRB
217,GO_Biological_Process_2017b,lipid X metabolic process (GO:2001289),1/17,0.0151962391911868,0.0783056460945186,0,0,73.40441176470588,307.3227868353231,PTPRB
223,GO_Biological_Process_2017b,cardiac muscle cell fate commitment (GO:0060923),1/18,0.0160833123117468,0.0783056460945186,0,0,69.08304498269896,285.3111137768628,NRG1
222,GO_Biological_Process_2017b,"fructose 2,6-bisphosphate metabolic process (GO:0006003)",1/18,0.0160833123117468,0.0783056460945186,0,0,69.08304498269896,285.3111137768628,PTPRB
221,GO_Biological_Process_2017b,"7,8-dihydroneopterin 3'-triphosphate biosynthetic process (GO:0035998)",1/18,0.0160833123117468,0.0783056460945186,0,0,69.08304498269896,285.3111137768628,PTPRB
220,GO_Biological_Process_2017b,mammary gland fat development (GO:0060611),1/17,0.0151962391911868,0.0783056460945186,0,0,73.40441176470588,307.3227868353231,NRG1
219,GO_Biological_Process_2017b,molybdopterin cofactor metabolic process (GO:0043545),1/17,0.0151962391911868,0.0783056460945186,0,0,73.40441176470588,307.3227868353231,PTPRB
224,GO_Biological_Process_2017b,miRNA loading onto RISC involved in gene silencing by miRNA (GO:0035280),1/18,0.0160833123117468,0.0783056460945186,0,0,69.08304498269896,285.3111137768628,LIMD1
43,GO_Biological_Process_2018,activation of protein kinase B activity (GO:0032148),1/30,0.0266695046006179,0.0787962635927348,0,0,40.47261663286004,146.68225415832842,NRG1
42,GO_Biological_Process_2018,hippo signaling (GO:0035329),1/30,0.0266695046006179,0.0787962635927348,0,0,40.47261663286004,146.68225415832842,LIMD1
41,GO_Biological_Process_2018,cardiac muscle cell action potential (GO:0086001),1/29,0.02579144685281,0.0787962635927348,0,0,41.92016806722689,153.33191684558912,KCND3
40,GO_Biological_Process_2018,chondrocyte differentiation (GO:0002062),1/28,0.0249126411012733,0.0787962635927348,0,0,43.474945533769066,160.52601632867996,NFIB
44,GO_Biological_Process_2018,gene silencing by miRNA (GO:0035195),1/31,0.0275468149406694,0.0795796876063785,0,0,39.12156862745098,140.51952455455398,LIMD1
230,GO_Biological_Process_2017b,glucose 6-phosphate metabolic process (GO:0051156),1/20,0.0178551954764704,0.0814111888986687,0,0,61.80495356037152,248.79341471282052,PTPRB
45,GO_Biological_Process_2018,positive regulation of muscle cell differentiation (GO:0051149),1/34,0.030174267482518,0.0823738212298614,0,0,35.559714795008915,124.48623298308226,NRG1
46,GO_Biological_Process_2018,ventricular cardiac muscle tissue morphogenesis (GO:0055010),1/34,0.030174267482518,0.0823738212298614,0,0,35.559714795008915,124.48623298308226,NRG1
47,GO_Biological_Process_2018,regulation of heart rate by cardiac conduction (GO:0086091),1/35,0.0310485941558708,0.0823738212298614,0,0,34.5121107266436,119.83301120641356,KCND3
48,GO_Biological_Process_2018,neural crest cell development (GO:0014032),1/35,0.0310485941558708,0.0823738212298614,0,0,34.5121107266436,119.83301120641356,NRG1
233,GO_Biological_Process_2017b,tyrosine catabolic process to phosphoenolpyruvate (GO:0019446),1/21,0.0187400067082949,0.0824991099916892,0,0,58.71176470588235,233.50224496360525,PTPRB
232,GO_Biological_Process_2017b,neural crest cell development (GO:0014032),1/21,0.0187400067082949,0.0824991099916892,0,0,58.71176470588235,233.50224496360525,NRG1
231,GO_Biological_Process_2017b,cardiac muscle cell differentiation (GO:0055007),1/21,0.0187400067082949,0.0824991099916892,0,0,58.71176470588235,233.50224496360525,NRG1
49,GO_Biological_Process_2018,cardiac muscle tissue development (GO:0048738),1/36,0.0319221763964905,0.0829976586308753,0,0,33.52436974789916,115.4731604004656,NRG1
236,GO_Biological_Process_2017b,fructose 6-phosphate metabolic process (GO:0006002),1/22,0.0196240651712844,0.0835112995622436,0,0,55.91316526610644,219.7945772360195,PTPRB
234,GO_Biological_Process_2017b,Schwann cell differentiation (GO:0014037),1/22,0.0196240651712844,0.0835112995622436,0,0,55.91316526610644,219.7945772360195,NFIB
235,GO_Biological_Process_2017b,neural crest cell migration (GO:0001755),1/22,0.0196240651712844,0.0835112995622436,0,0,55.91316526610644,219.7945772360195,NRG1
238,GO_Biological_Process_2017b,membrane repolarization during ventricular cardiac muscle cell action potential (GO:0098915),1/23,0.0205073714570783,0.0835566305112873,0,0,53.36898395721925,207.44368622737056,KCND3
237,GO_Biological_Process_2017b,glycerol to glycerone phosphate metabolic process (GO:0061610),1/23,0.0205073714570783,0.0835566305112873,0,0,53.36898395721925,207.44368622737056,PTPRB
239,GO_Biological_Process_2017b,"fructose 1,6-bisphosphate metabolic process (GO:0030388)",1/23,0.0205073714570783,0.0835566305112873,0,0,53.36898395721925,207.44368622737056,PTPRB
240,GO_Biological_Process_2017b,membrane repolarization during action potential (GO:0086011),1/23,0.0205073714570783,0.0835566305112873,0,0,53.36898395721925,207.44368622737056,KCND3
241,GO_Biological_Process_2017b,lactation (GO:0007595),1/24,0.0213899261577365,0.0862351759832956,0,0,51.0460358056266,196.26359569838613,NRG1
51,GO_Biological_Process_2018,"negative regulation of transcription, DNA-templated (GO:0045892)",3/813,0.0346237210751129,0.0865593026877824,0,0,4.733827160493827,15.920884438512328,NFIB;NRG1;LIMD1
50,GO_Biological_Process_2018,ERBB2 signaling pathway (GO:0038128),1/39,0.0345384624837867,0.0865593026877824,0,0,30.87306501547988,103.9089106040704,NRG1
52,GO_Biological_Process_2018,negative regulation of transport (GO:0051051),1/40,0.035409072945574,0.0868524430740496,0,0,30.07993966817496,100.49067723322013,NRG1
244,GO_Biological_Process_2017b,regulation of amoeboid sperm motility (GO:1905416),1/26,0.0231527832149216,0.0869364310913234,0,0,46.95764705882353,176.82560723797164,NRG1
243,GO_Biological_Process_2017b,positive regulation of striated muscle cell differentiation (GO:0051155),1/26,0.0231527832149216,0.0869364310913234,0,0,46.95764705882353,176.82560723797164,NRG1
242,GO_Biological_Process_2017b,chondrocyte differentiation involved in endochondral bone morphogenesis (GO:0003413),1/25,0.0222717298790694,0.0869364310913234,0,0,48.91666666666666,186.10038260880103,NFIB
247,GO_Biological_Process_2017b,modulation by symbiont of host cell motility (GO:1903653),1/26,0.0231527832149216,0.0869364310913234,0,0,46.95764705882353,176.82560723797164,NRG1
248,GO_Biological_Process_2017b,regulation of flagellated sperm motility (GO:1901317),1/26,0.0231527832149216,0.0869364310913234,0,0,46.95764705882353,176.82560723797164,NRG1
245,GO_Biological_Process_2017b,regulation of cilium-dependent cell motility (GO:1902019),1/26,0.0231527832149216,0.0869364310913234,0,0,46.95764705882353,176.82560723797164,NRG1
246,GO_Biological_Process_2017b,regulation of bacterial-type flagellum-dependent cell motility (GO:1902021),1/26,0.0231527832149216,0.0869364310913234,0,0,46.95764705882353,176.82560723797164,NRG1
251,GO_Biological_Process_2017b,chondrocyte development (GO:0002063),1/27,0.0240330867565966,0.0876635450264428,0,0,45.14932126696833,168.33128827465845,NFIB
250,GO_Biological_Process_2017b,regulation of cell motility (GO:2000145),1/27,0.0240330867565966,0.0876635450264428,0,0,45.14932126696833,168.33128827465845,NRG1
249,GO_Biological_Process_2017b,negative regulation of ERBB signaling pathway (GO:1901185),1/27,0.0240330867565966,0.0876635450264428,0,0,45.14932126696833,168.33128827465845,NRG1
252,GO_Biological_Process_2017b,polynucleotide dephosphorylation (GO:0098501),1/30,0.0266695046006179,0.0912001809110417,0,0,40.47261663286004,146.68225415832842,PTPRB
253,GO_Biological_Process_2017b,glucose 1-phosphate phosphorylation (GO:0006009),1/30,0.0266695046006179,0.0912001809110417,0,0,40.47261663286004,146.68225415832842,LIMD1
254,GO_Biological_Process_2017b,negative regulation of epithelial cell proliferation involved in lung morphogenesis (GO:2000795),1/30,0.0266695046006179,0.0912001809110417,0,0,40.47261663286004,146.68225415832842,NFIB
