,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
68,GO_Biological_Process_2018,regulation of transport (GO:0051049),1/20,0.0286172054274548,0.1090329379829391,0,0,37.50375939849624,133.2788782141628,PRKN
86,GO_Biological_Process_2018,regulation of actin filament bundle assembly (GO:0032231),1/24,0.0342450021823671,0.1090329379829391,0,0,30.975155279503102,104.51682262493934,PRKN
85,GO_Biological_Process_2018,negative regulation of oxidative stress-induced cell death (GO:1903202),1/24,0.0342450021823671,0.1090329379829391,0,0,30.975155279503102,104.51682262493934,PRKN
84,GO_Biological_Process_2018,negative regulation of cytoskeleton organization (GO:0051494),1/24,0.0342450021823671,0.1090329379829391,0,0,30.975155279503102,104.51682262493934,PRKN
83,GO_Biological_Process_2018,transition metal ion homeostasis (GO:0055076),1/24,0.0342450021823671,0.1090329379829391,0,0,30.975155279503102,104.51682262493934,PRKN
82,GO_Biological_Process_2018,macromolecule modification (GO:0043412),1/24,0.0342450021823671,0.1090329379829391,0,0,30.975155279503102,104.51682262493934,LRPPRC
81,GO_Biological_Process_2018,cellular response to ammonium ion (GO:0071242),1/23,0.0328410113902878,0.1090329379829391,0,0,32.38474025974026,110.62877274373584,PRKN
80,GO_Biological_Process_2018,divalent inorganic cation homeostasis (GO:0072507),1/23,0.0328410113902878,0.1090329379829391,0,0,32.38474025974026,110.62877274373584,PRKN
79,GO_Biological_Process_2018,cellular response to catecholamine stimulus (GO:0071870),1/23,0.0328410113902878,0.1090329379829391,0,0,32.38474025974026,110.62877274373584,PRKN
67,GO_Biological_Process_2018,negative regulation of actin filament bundle assembly (GO:0032232),1/20,0.0286172054274548,0.1090329379829391,0,0,37.50375939849624,133.2788782141628,PRKN
78,GO_Biological_Process_2018,activation of phospholipase C activity (GO:0007202),1/22,0.031435050111481,0.1090329379829391,0,0,33.92857142857143,117.38714910240454,ITK
76,GO_Biological_Process_2018,positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052),1/22,0.031435050111481,0.1090329379829391,0,0,33.92857142857143,117.38714910240454,PRKN
75,GO_Biological_Process_2018,cytosolic calcium ion transport (GO:0060401),1/22,0.031435050111481,0.1090329379829391,0,0,33.92857142857143,117.38714910240454,MAIP1
74,GO_Biological_Process_2018,regulation of catecholamine secretion (GO:0050433),1/22,0.031435050111481,0.1090329379829391,0,0,33.92857142857143,117.38714910240454,PRKN
73,GO_Biological_Process_2018,negative regulation of response to endoplasmic reticulum stress (GO:1903573),1/22,0.031435050111481,0.1090329379829391,0,0,33.92857142857143,117.38714910240454,PRKN
72,GO_Biological_Process_2018,mitochondrial fission (GO:0000266),1/21,0.0300271156735161,0.1090329379829391,0,0,35.62678571428572,124.89519987020886,PRKN
71,GO_Biological_Process_2018,mitochondrial respiratory chain complex IV biogenesis (GO:0097034),1/21,0.0300271156735161,0.1090329379829391,0,0,35.62678571428572,124.89519987020886,MAIP1
70,GO_Biological_Process_2018,mitochondrial calcium ion transmembrane transport (GO:0006851),1/21,0.0300271156735161,0.1090329379829391,0,0,35.62678571428572,124.89519987020886,MAIP1
69,GO_Biological_Process_2018,dopamine metabolic process (GO:0042417),1/20,0.0286172054274548,0.1090329379829391,0,0,37.50375939849624,133.2788782141628,PRKN
77,GO_Biological_Process_2018,cellular response to unfolded protein (GO:0034620),1/22,0.031435050111481,0.1090329379829391,0,0,33.92857142857143,117.38714910240454,PRKN
44,GO_Biological_Process_2018,regulation of protein modification by small protein conjugation or removal (GO:1903320),1/14,0.020116102664845,0.1090329379829391,0,0,54.82967032967033,214.17755847607225,PRKN
47,GO_Biological_Process_2018,catecholamine metabolic process (GO:0006584),1/15,0.0215379237658092,0.1090329379829391,0,0,50.910714285714285,195.39226686727991,PRKN
42,GO_Biological_Process_2018,negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902254),1/14,0.020116102664845,0.1090329379829391,0,0,54.82967032967033,214.17755847607225,PRKN
19,GO_Biological_Process_2018,negative regulation of exocytosis (GO:0045920),1/8,0.0115431985365684,0.1090329379829391,0,0,101.85714285714286,454.4518266085444,PRKN
43,GO_Biological_Process_2018,positive regulation of mitochondrial fission (GO:0090141),1/14,0.020116102664845,0.1090329379829391,0,0,54.82967032967033,214.17755847607225,PRKN
17,GO_Biological_Process_2018,protein K6-linked ubiquitination (GO:0085020),1/8,0.0115431985365684,0.1090329379829391,0,0,101.85714285714286,454.4518266085444,PRKN
16,GO_Biological_Process_2018,regulation of lipid transport (GO:0032368),1/8,0.0115431985365684,0.1090329379829391,0,0,101.85714285714286,454.4518266085444,PRKN
15,GO_Biological_Process_2018,regulation of establishment of protein localization to mitochondrion (GO:1903747),1/8,0.0115431985365684,0.1090329379829391,0,0,101.85714285714286,454.4518266085444,PRKN
14,GO_Biological_Process_2018,protein insertion into mitochondrial membrane (GO:0051204),1/8,0.0115431985365684,0.1090329379829391,0,0,101.85714285714286,454.4518266085444,MAIP1
13,GO_Biological_Process_2018,regulation of mitochondrial fusion (GO:0010635),1/7,0.0101073601190722,0.1090329379829391,0,0,118.83928571428572,546.0060757050519,PRKN
12,GO_Biological_Process_2018,positive regulation of tumor necrosis factor-mediated signaling pathway (GO:1903265),1/7,0.0101073601190722,0.1090329379829391,0,0,118.83928571428572,546.0060757050519,PRKN
11,GO_Biological_Process_2018,positive regulation of autophagy of mitochondrion (GO:1903599),1/7,0.0101073601190722,0.1090329379829391,0,0,118.83928571428572,546.0060757050519,PRKN
10,GO_Biological_Process_2018,regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902253),1/6,0.0086695086687213,0.1090329379829391,0,0,142.61428571428573,677.1245223853919,PRKN
9,GO_Biological_Process_2018,regulation of protein targeting (GO:1903533),1/6,0.0086695086687213,0.1090329379829391,0,0,142.61428571428573,677.1245223853919,PRKN
8,GO_Biological_Process_2018,regulation of cellular response to oxidative stress (GO:1900407),1/6,0.0086695086687213,0.1090329379829391,0,0,142.61428571428573,677.1245223853919,PRKN
7,GO_Biological_Process_2018,regulation of glucokinase activity (GO:0033131),1/6,0.0086695086687213,0.1090329379829391,0,0,142.61428571428573,677.1245223853919,PRKN
6,GO_Biological_Process_2018,response to manganese ion (GO:0010042),1/6,0.0086695086687213,0.1090329379829391,0,0,142.61428571428573,677.1245223853919,PRKN
5,GO_Biological_Process_2018,positive regulation of mitophagy in response to mitochondrial depolarization (GO:0098779),1/6,0.0086695086687213,0.1090329379829391,0,0,142.61428571428573,677.1245223853919,PRKN
4,GO_Biological_Process_2018,regulation of dopamine metabolic process (GO:0042053),1/6,0.0086695086687213,0.1090329379829391,0,0,142.61428571428573,677.1245223853919,PRKN
3,GO_Biological_Process_2018,regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway (GO:1903376),1/6,0.0086695086687213,0.1090329379829391,0,0,142.61428571428573,677.1245223853919,PRKN
2,GO_Biological_Process_2018,"establishment of mitochondrion localization, microtubule-mediated (GO:0034643)",1/6,0.0086695086687213,0.1090329379829391,0,0,142.61428571428573,677.1245223853919,LRPPRC
1,GO_Biological_Process_2018,regulation of JNK cascade (GO:0046328),2/90,0.007513009734906,0.1090329379829391,0,0,16.736531986531986,81.8603717667472,EDAR;PRKN
20,GO_Biological_Process_2018,regulation of oxidative stress-induced cell death (GO:1903201),1/9,0.0129770265246845,0.1090329379829391,0,0,89.12053571428571,387.1908225092229,PRKN
21,GO_Biological_Process_2018,response to dopamine (GO:1903350),1/9,0.0129770265246845,0.1090329379829391,0,0,89.12053571428571,387.1908225092229,PRKN
18,GO_Biological_Process_2018,regulation of response to oxidative stress (GO:1902882),1/8,0.0115431985365684,0.1090329379829391,0,0,101.85714285714286,454.4518266085444,PRKN
23,GO_Biological_Process_2018,cellular response to dopamine (GO:1903351),1/9,0.0129770265246845,0.1090329379829391,0,0,89.12053571428571,387.1908225092229,PRKN
41,GO_Biological_Process_2018,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),3/396,0.0192280031547828,0.1090329379829391,0,0,5.748091603053435,22.712937682085588,PTPRT;ITK;FRS3
40,GO_Biological_Process_2018,regulation of cellular carbohydrate metabolic process (GO:0010675),1/13,0.0186922870807393,0.1090329379829391,0,0,59.40178571428572,236.3979776770167,PRKN
39,GO_Biological_Process_2018,regulation of transcription initiation from RNA polymerase II promoter (GO:0060260),1/13,0.0186922870807393,0.1090329379829391,0,0,59.40178571428572,236.3979776770167,ATF7IP
38,GO_Biological_Process_2018,glucosamine-containing compound metabolic process (GO:1901071),1/13,0.0186922870807393,0.1090329379829391,0,0,59.40178571428572,236.3979776770167,LARGE1
22,GO_Biological_Process_2018,mitochondrial calcium uptake (GO:0036444),1/9,0.0129770265246845,0.1090329379829391,0,0,89.12053571428571,387.1908225092229,MAIP1
36,GO_Biological_Process_2018,modulation by virus of host process (GO:0019054),1/13,0.0186922870807393,0.1090329379829391,0,0,59.40178571428572,236.3979776770167,PRKN
35,GO_Biological_Process_2018,mitochondrion transport along microtubule (GO:0047497),1/12,0.0172664743371053,0.1090329379829391,0,0,64.8051948051948,263.043544162992,LRPPRC
34,GO_Biological_Process_2018,protein insertion into membrane (GO:0051205),1/12,0.0172664743371053,0.1090329379829391,0,0,64.8051948051948,263.043544162992,MAIP1
33,GO_Biological_Process_2018,negative regulation of oxidoreductase activity (GO:0051354),1/12,0.0172664743371053,0.1090329379829391,0,0,64.8051948051948,263.043544162992,PRKN
37,GO_Biological_Process_2018,regulation of synaptic vesicle transport (GO:1902803),1/13,0.0186922870807393,0.1090329379829391,0,0,59.40178571428572,236.3979776770167,PRKN
31,GO_Biological_Process_2018,protein O-linked mannosylation (GO:0035269),1/11,0.0158386617716755,0.1090329379829391,0,0,71.28928571428571,295.5155744703354,LARGE1
32,GO_Biological_Process_2018,regulation of RNA polymerase II transcriptional preinitiation complex assembly (GO:0045898),1/11,0.0158386617716755,0.1090329379829391,0,0,71.28928571428571,295.5155744703354,ATF7IP
25,GO_Biological_Process_2018,mitochondrial respiratory chain complex III biogenesis (GO:0097033),1/10,0.0144088467211374,0.1090329379829391,0,0,79.21428571428571,335.8616722924233,MAIP1
26,GO_Biological_Process_2018,negative regulation of oxidative stress-induced neuron death (GO:1903204),1/10,0.0144088467211374,0.1090329379829391,0,0,79.21428571428571,335.8616722924233,PRKN
24,GO_Biological_Process_2018,enzyme linked receptor protein signaling pathway (GO:0007167),2/120,0.0130398000134282,0.1090329379829391,0,0,12.462649089767734,54.08476965990156,PTPRT;ITK
28,GO_Biological_Process_2018,positive regulation of cytoplasmic transport (GO:1903651),1/10,0.0144088467211374,0.1090329379829391,0,0,79.21428571428571,335.8616722924233,PRKN
29,GO_Biological_Process_2018,negative regulation by host of viral process (GO:0044793),1/10,0.0144088467211374,0.1090329379829391,0,0,79.21428571428571,335.8616722924233,PRKN
30,GO_Biological_Process_2018,modulation by host of viral genome replication (GO:0044827),1/11,0.0158386617716755,0.1090329379829391,0,0,71.28928571428571,295.5155744703354,PRKN
27,GO_Biological_Process_2018,protein localization to mitochondrion (GO:0070585),1/10,0.0144088467211374,0.1090329379829391,0,0,79.21428571428571,335.8616722924233,MAIP1
87,GO_Biological_Process_2018,regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122),2/204,0.035093724013126,0.1097136218043574,0,0,7.24935826916025,24.28341438773168,EDAR;PRKN
88,GO_Biological_Process_2018,female gamete generation (GO:0007292),1/25,0.0356470251349897,0.1097136218043574,0,0,29.683035714285715,98.96590013795104,MCM9
89,GO_Biological_Process_2018,regulation of glucose metabolic process (GO:0010906),1/25,0.0356470251349897,0.1097136218043574,0,0,29.683035714285715,98.96590013795104,PRKN
94,GO_Biological_Process_2018,protein K11-linked ubiquitination (GO:0070979),1/28,0.0398413134963124,0.1149587899841516,0,0,26.38095238095238,85.02187553087816,PRKN
90,GO_Biological_Process_2018,regulation of autophagy of mitochondrion (GO:1903146),1/27,0.0384451781473962,0.1149587899841516,0,0,27.396978021978025,89.27365552728025,PRKN
91,GO_Biological_Process_2018,cellular response to topologically incorrect protein (GO:0035967),1/27,0.0384451781473962,0.1149587899841516,0,0,27.396978021978025,89.27365552728025,PRKN
92,GO_Biological_Process_2018,organelle fission (GO:0048285),1/28,0.0398413134963124,0.1149587899841516,0,0,26.38095238095238,85.02187553087816,PRKN
93,GO_Biological_Process_2018,calcium ion import (GO:0070509),1/28,0.0398413134963124,0.1149587899841516,0,0,26.38095238095238,85.02187553087816,MAIP1
95,GO_Biological_Process_2018,negative regulation of JNK cascade (GO:0046329),1/28,0.0398413134963124,0.1149587899841516,0,0,26.38095238095238,85.02187553087816,PRKN
97,GO_Biological_Process_2018,skeletal muscle organ development (GO:0060538),1/29,0.0412354916064529,0.1165533793366066,0,0,25.4375,81.10634814419134,LARGE1
96,GO_Biological_Process_2018,carbohydrate derivative biosynthetic process (GO:1901137),1/29,0.0412354916064529,0.1165533793366066,0,0,25.4375,81.10634814419134,LARGE1
98,GO_Biological_Process_2018,positive regulation of phospholipase C activity (GO:0010863),1/30,0.0426277151111442,0.1180787708578695,0,0,24.55911330049261,77.49015815040234,ITK
99,GO_Biological_Process_2018,negative regulation of stress-activated MAPK cascade (GO:0032873),1/30,0.0426277151111442,0.1180787708578695,0,0,24.55911330049261,77.49015815040234,PRKN
100,GO_Biological_Process_2018,protein destabilization (GO:0031648),1/31,0.044017986659766,0.1183784689782059,0,0,23.739285714285717,74.14151494993529,PRKN
101,GO_Biological_Process_2018,organelle transport along microtubule (GO:0072384),1/31,0.044017986659766,0.1183784689782059,0,0,23.739285714285717,74.14151494993529,LRPPRC
102,GO_Biological_Process_2018,zinc ion homeostasis (GO:0055069),1/31,0.044017986659766,0.1183784689782059,0,0,23.739285714285717,74.14151494993529,PRKN
103,GO_Biological_Process_2018,mitochondrial transmembrane transport (GO:1990542),1/32,0.0454063088797545,0.1209379573047309,0,0,22.972350230414747,71.03290112478346,MAIP1
105,GO_Biological_Process_2018,positive regulation of cytokine-mediated signaling pathway (GO:0001961),1/33,0.0467926844046366,0.1222789960385317,0,0,22.253348214285715,68.14038432553451,PRKN
104,GO_Biological_Process_2018,negative regulation of mitochondrion organization (GO:0010823),1/33,0.0467926844046366,0.1222789960385317,0,0,22.253348214285715,68.14038432553451,PRKN
107,GO_Biological_Process_2018,negative regulation of cellular metabolic process (GO:0031324),1/34,0.0481771158578003,0.1224317531432175,0,0,21.57792207792208,65.4430572478459,PRKN
108,GO_Biological_Process_2018,positive regulation of DNA binding (GO:0043388),1/34,0.0481771158578003,0.1224317531432175,0,0,21.57792207792208,65.4430572478459,PRKN
106,GO_Biological_Process_2018,macromolecule catabolic process (GO:0009057),1/34,0.0481771158578003,0.1224317531432175,0,0,21.57792207792208,65.4430572478459,PGC
109,GO_Biological_Process_2018,regulation of cyclin-dependent protein kinase activity (GO:1904029),1/35,0.049559605875515,0.1248000984319787,0,0,20.942226890756302,62.92257878831688,CDC25A
110,GO_Biological_Process_2018,inner mitochondrial membrane organization (GO:0007007),1/36,0.0509401570739593,0.1271209325178986,0,0,20.34285714285714,60.56279579598777,MAIP1
112,GO_Biological_Process_2018,protein monoubiquitination (GO:0006513),1/37,0.0523187720746184,0.1282504412802592,0,0,19.776785714285715,58.34942939474461,PRKN
111,GO_Biological_Process_2018,protein K63-linked ubiquitination (GO:0070534),1/37,0.0523187720746184,0.1282504412802592,0,0,19.776785714285715,58.34942939474461,PRKN
120,GO_Biological_Process_2018,regulation of intracellular transport (GO:0032386),1/40,0.0564430260228561,0.1292125471762905,0,0,18.25274725274725,52.46795162162656,PRKN
119,GO_Biological_Process_2018,negative regulation of transport (GO:0051051),1/40,0.0564430260228561,0.1292125471762905,0,0,18.25274725274725,52.46795162162656,PRKN
118,GO_Biological_Process_2018,autophagy of mitochondrion (GO:0000422),1/40,0.0564430260228561,0.1292125471762905,0,0,18.25274725274725,52.46795162162656,PRKN
117,GO_Biological_Process_2018,regulation of release of cytochrome c from mitochondria (GO:0090199),1/40,0.0564430260228561,0.1292125471762905,0,0,18.25274725274725,52.46795162162656,PRKN
114,GO_Biological_Process_2018,mitochondrion disassembly (GO:0061726),1/38,0.0536954534974879,0.1292125471762905,0,0,19.24131274131274,56.26981345523857,PRKN
115,GO_Biological_Process_2018,protein modification by small protein removal (GO:0070646),2/261,0.0546806411291054,0.1292125471762905,0,0,5.637637637637638,16.384359252266364,PRKN;CDC25A
113,GO_Biological_Process_2018,protein deubiquitination (GO:0016579),2/257,0.0532016420520259,0.1292125471762905,0,0,5.72723311546841,16.80178916498588,PRKN;CDC25A
116,GO_Biological_Process_2018,regulation of proteasomal protein catabolic process (GO:0061136),1/39,0.055070203944055,0.1292125471762905,0,0,18.73402255639098,54.31267540736575,PRKN
121,GO_Biological_Process_2018,regulation of cellular metabolic process (GO:0031323),1/41,0.0578139223569284,0.1312660368267966,0,0,17.795535714285716,50.72663120626347,PRKN
122,GO_Biological_Process_2018,glycolipid biosynthetic process (GO:0009247),1/42,0.0591828955366752,0.1322069521262826,0,0,17.360627177700348,49.080623277270966,LARGE1
123,GO_Biological_Process_2018,negative regulation of protein secretion (GO:0050709),1/42,0.0591828955366752,0.1322069521262826,0,0,17.360627177700348,49.080623277270966,PRKN
124,GO_Biological_Process_2018,response to unfolded protein (GO:0006986),1/43,0.0605499481664255,0.1341786851367989,0,0,16.946428571428573,47.52264366272739,PRKN
125,GO_Biological_Process_2018,peptidyl-tyrosine autophosphorylation (GO:0038083),1/45,0.0632783021573496,0.1380164543116997,0,0,16.17451298701299,44.64509756246689,ITK
126,GO_Biological_Process_2018,protein polymerization (GO:0051258),1/45,0.0632783021573496,0.1380164543116997,0,0,16.17451298701299,44.64509756246689,PRKN
341,GO_Biological_Process_2017b,negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress by p53 class mediator (GO:1902239),1/6,0.0086695086687213,0.1403198996607425,0,0,142.61428571428573,677.1245223853919,PRKN
337,GO_Biological_Process_2017b,FasL biosynthetic process (GO:0045210),1/6,0.0086695086687213,0.1403198996607425,0,0,142.61428571428573,677.1245223853919,LARGE1
340,GO_Biological_Process_2017b,negative regulation of actin filament bundle assembly (GO:0032232),1/6,0.0086695086687213,0.1403198996607425,0,0,142.61428571428573,677.1245223853919,PRKN
339,GO_Biological_Process_2017b,regulation of phospholipid transport (GO:2001138),1/6,0.0086695086687213,0.1403198996607425,0,0,142.61428571428573,677.1245223853919,PRKN
338,GO_Biological_Process_2017b,CD86 biosynthetic process (GO:0035781),1/6,0.0086695086687213,0.1403198996607425,0,0,142.61428571428573,677.1245223853919,LARGE1
336,GO_Biological_Process_2017b,cellular response to manganese ion (GO:0071287),1/6,0.0086695086687213,0.1403198996607425,0,0,142.61428571428573,677.1245223853919,PRKN
360,GO_Biological_Process_2017b,isogloboside biosynthetic process (GO:1990387),1/8,0.0115431985365684,0.1403198996607425,0,0,101.85714285714286,454.4518266085444,LARGE1
334,GO_Biological_Process_2017b,CD80 biosynthetic process (GO:0035780),1/6,0.0086695086687213,0.1403198996607425,0,0,142.61428571428573,677.1245223853919,LARGE1
333,GO_Biological_Process_2017b,parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization (GO:0061734),1/6,0.0086695086687213,0.1403198996607425,0,0,142.61428571428573,677.1245223853919,PRKN
332,GO_Biological_Process_2017b,dendritic transport of mitochondrion (GO:0098939),1/6,0.0086695086687213,0.1403198996607425,0,0,142.61428571428573,677.1245223853919,LRPPRC
331,GO_Biological_Process_2017b,CD4 biosynthetic process (GO:0045222),1/6,0.0086695086687213,0.1403198996607425,0,0,142.61428571428573,677.1245223853919,LARGE1
330,GO_Biological_Process_2017b,regulation of cellular response to oxidative stress (GO:1900407),1/6,0.0086695086687213,0.1403198996607425,0,0,142.61428571428573,677.1245223853919,PRKN
329,GO_Biological_Process_2017b,vascular endothelial growth factor signaling pathway (GO:0038084),2/90,0.007513009734906,0.1403198996607425,0,0,16.736531986531986,81.8603717667472,PTPRT;ITK
342,GO_Biological_Process_2017b,RNA methylation (GO:0001510),1/6,0.0086695086687213,0.1403198996607425,0,0,142.61428571428573,677.1245223853919,LRPPRC
335,GO_Biological_Process_2017b,mannoprotein biosynthetic process (GO:0006057),1/6,0.0086695086687213,0.1403198996607425,0,0,142.61428571428573,677.1245223853919,LARGE1
343,GO_Biological_Process_2017b,cell wall glycoprotein biosynthetic process (GO:0031506),1/6,0.0086695086687213,0.1403198996607425,0,0,142.61428571428573,677.1245223853919,LARGE1
358,GO_Biological_Process_2017b,activation of transmembrane receptor protein tyrosine kinase activity (GO:0007171),2/112,0.0114336448876098,0.1403198996607425,0,0,13.374410774410777,59.79959810374703,PTPRT;ITK
345,GO_Biological_Process_2017b,mitochondrial unfolded protein response (GO:0034514),1/6,0.0086695086687213,0.1403198996607425,0,0,142.61428571428573,677.1245223853919,PRKN
359,GO_Biological_Process_2017b,elastin biosynthetic process (GO:0051542),1/8,0.0115431985365684,0.1403198996607425,0,0,101.85714285714286,454.4518266085444,LARGE1
328,GO_Biological_Process_2017b,platelet-derived growth factor receptor signaling pathway (GO:0048008),2/85,0.0067270100762715,0.1403198996607425,0,0,17.74921909861669,88.77492913598229,PTPRT;ITK
357,GO_Biological_Process_2017b,diaphragm development (GO:0060539),1/7,0.0101073601190722,0.1403198996607425,0,0,118.83928571428572,546.0060757050519,LARGE1
356,GO_Biological_Process_2017b,negative regulation of primary amine oxidase activity (GO:1902283),1/7,0.0101073601190722,0.1403198996607425,0,0,118.83928571428572,546.0060757050519,PRKN
355,GO_Biological_Process_2017b,dopamine metabolic process (GO:0042417),1/7,0.0101073601190722,0.1403198996607425,0,0,118.83928571428572,546.0060757050519,PRKN
354,GO_Biological_Process_2017b,regulation of removal of superoxide radicals (GO:2000121),1/7,0.0101073601190722,0.1403198996607425,0,0,118.83928571428572,546.0060757050519,PRKN
344,GO_Biological_Process_2017b,CD24 biosynthetic process (GO:0035724),1/6,0.0086695086687213,0.1403198996607425,0,0,142.61428571428573,677.1245223853919,LARGE1
353,GO_Biological_Process_2017b,myoblast migration involved in skeletal muscle regeneration (GO:0014839),1/7,0.0101073601190722,0.1403198996607425,0,0,118.83928571428572,546.0060757050519,LARGE1
351,GO_Biological_Process_2017b,positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization (GO:1904925),1/7,0.0101073601190722,0.1403198996607425,0,0,118.83928571428572,546.0060757050519,PRKN
350,GO_Biological_Process_2017b,positive regulation of mitochondrial fusion (GO:0010636),1/7,0.0101073601190722,0.1403198996607425,0,0,118.83928571428572,546.0060757050519,PRKN
349,GO_Biological_Process_2017b,regulation of fatty acid transport (GO:2000191),1/7,0.0101073601190722,0.1403198996607425,0,0,118.83928571428572,546.0060757050519,PRKN
348,GO_Biological_Process_2017b,negative regulation of exosomal secretion (GO:1903542),1/7,0.0101073601190722,0.1403198996607425,0,0,118.83928571428572,546.0060757050519,PRKN
347,GO_Biological_Process_2017b,myotube differentiation involved in skeletal muscle regeneration (GO:0014908),1/7,0.0101073601190722,0.1403198996607425,0,0,118.83928571428572,546.0060757050519,LARGE1
346,GO_Biological_Process_2017b,regulation of protein import into mitochondrial outer membrane (GO:1903636),1/7,0.0101073601190722,0.1403198996607425,0,0,118.83928571428572,546.0060757050519,PRKN
352,GO_Biological_Process_2017b,negative regulation of mitochondrial fusion (GO:0010637),1/7,0.0101073601190722,0.1403198996607425,0,0,118.83928571428572,546.0060757050519,PRKN
327,GO_Biological_Process_2017b,hepatocyte growth factor receptor signaling pathway (GO:0048012),2/83,0.0064238145177717,0.1403198996607425,0,0,18.189300411522638,91.81491702989103,PTPRT;ITK
436,GO_Biological_Process_2017b,positive regulation of RNA polymerase II transcriptional preinitiation complex assembly (GO:0045899),1/16,0.0229577530466617,0.1403198996607425,0,0,47.51428571428571,179.32364557493287,ATF7IP
