,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
30,GWAS_Catalog_2019,Cerebrospinal P-tau181p levels,1/48,0.0307635584593973,0.0625194897723236,0,0,35.354609929078016,123.08440365356886,NRG1
34,GWAS_Catalog_2019,Coronary artery calcification,1/55,0.0351762107497116,0.0633171793494808,0,0,30.760802469135804,102.96825664265003,NRG1
33,GWAS_Catalog_2019,Bone mineral density (hip),1/54,0.0345469692098807,0.0633171793494808,0,0,31.342767295597483,105.4820602978719,NRG1
31,GWAS_Catalog_2019,Post bronchodilator FEV1/FVC ratio in COPD,1/53,0.0339173488988434,0.0633171793494808,0,0,31.947115384615383,108.10356363888964,NRG1
32,GWAS_Catalog_2019,Serum total protein level,1/54,0.0345469692098807,0.0633171793494808,0,0,31.342767295597483,105.4820602978719,ARID5B
35,GWAS_Catalog_2019,Refractive astigmatism,1/57,0.0364335583389396,0.0637587270931444,0,0,29.65922619047619,98.23921673902151,NRG1
36,GWAS_Catalog_2019,Reaction time,1/65,0.0414478394284331,0.0689731118784952,0,0,25.94140625,82.57978498333833,ARID5B
37,GWAS_Catalog_2019,Central corneal thickness,1/66,0.0420729281997368,0.0689731118784952,0,0,25.54102564102564,80.9229285312976,ARID5B
38,GWAS_Catalog_2019,Age-related macular degeneration,1/67,0.0426976406866875,0.0689731118784952,0,0,25.15277777777778,79.3220921121178,BTBD16
39,GWAS_Catalog_2019,Rheumatoid arthritis (ACPA-positive),1/74,0.0470601097064945,0.0715227291297628,0,0,22.732876712328768,69.47916318158998,ARID5B
40,GWAS_Catalog_2019,Chin dimples,1/74,0.0470601097064945,0.0715227291297628,0,0,22.732876712328768,69.47916318158998,NRG1
41,GWAS_Catalog_2019,Hypothyroidism,1/75,0.0476818194198418,0.0715227291297628,0,0,22.42454954954955,68.2425035090917,NRG1
42,GWAS_Catalog_2019,Cognitive function,1/92,0.0581937669386946,0.0852606352822735,0,0,18.21978021978022,51.81663638666002,NRG1
43,GWAS_Catalog_2019,Creatinine levels,1/97,0.0612650704056327,0.087720441717156,0,0,17.266493055555557,48.2174659702364,CEMIP
44,GWAS_Catalog_2019,Diastolic blood pressure,2/646,0.0642102099387128,0.0898942939141979,0,0,5.461038961038961,14.99379060419629,ARID5B;PTK2
45,GWAS_Catalog_2019,Diastolic blood pressure x smoking status (current vs non-current) interaction (2df test),1/109,0.068598517731233,0.0935826196334012,0,0,15.338734567901234,41.09989925264156,ASB3
46,GWAS_Catalog_2019,Glomerular filtration rate,1/111,0.069815605123331,0.0935826196334012,0,0,15.058333333333334,40.08374324378988,CEMIP
48,GWAS_Catalog_2019,Lung adenocarcinoma,1/123,0.0770873542947081,0.0991123126646247,0,0,13.568989071038253,34.77482268580042,NRG1
47,GWAS_Catalog_2019,Vitiligo,1/121,0.0758790517068621,0.0991123126646247,0,0,13.796527777777778,35.575928388462685,ARID5B
49,GWAS_Catalog_2019,Cognitive decline rate in late mild cognitive impairment,1/126,0.0788970740354205,0.0994103132846299,0,0,13.241333333333332,33.62783759261686,ASB3
50,GWAS_Catalog_2019,Rheumatoid arthritis,1/182,0.1120829978352668,0.1372284679586609,0,0,9.11878453038674,19.95660247162695,ARID5B
51,GWAS_Catalog_2019,Heel bone mineral density,2/898,0.1132679418071487,0.1372284679586609,0,0,3.8739853896103895,8.43753669436307,BTBD16;ARID5B
52,GWAS_Catalog_2019,Major depressive disorder,1/212,0.129403730926868,0.1538195292149562,0,0,7.81042654028436,15.970901283526263,NRG1
53,GWAS_Catalog_2019,Plateletcrit,1/231,0.1402116425162329,0.1635802496022717,0,0,7.158333333333333,14.06327788480812,ARID5B
54,GWAS_Catalog_2019,Atrial fibrillation,1/240,0.1452878299014321,0.1664206051598222,0,0,6.885634588563459,13.282654014006903,PTK2
55,GWAS_Catalog_2019,Mean corpuscular hemoglobin,1/336,0.1977391816974161,0.2224565794095931,0,0,4.888557213930349,7.92340472523022,PTK2
56,GWAS_Catalog_2019,Systemic lupus erythematosus,1/365,0.2129894230654059,0.2354093623354487,0,0,4.492445054945055,6.947623652624864,ARID5B
57,GWAS_Catalog_2019,Type 2 diabetes,1/397,0.2295064450190378,0.2472466177846626,0,0,4.122685185185185,6.067867688505861,ASB3
58,GWAS_Catalog_2019,Intraocular pressure,1/401,0.2315484198300809,0.2472466177846626,0,0,4.080625,5.969816737121275,ARID5B
59,GWAS_Catalog_2019,Night sleep phenotypes,1/555,0.3064698809674699,0.3217933750158434,0,0,2.9231347773766547,3.457003824484054,GALNTL6
60,GWAS_Catalog_2019,Pulse pressure,1/567,0.3120149564172214,0.3222449549882779,0,0,2.8593934040047118,3.330347378672428,NRG1
61,GWAS_Catalog_2019,Obesity-related traits,1/804,0.4134849554907671,0.420154067676102,0,0,1.990867579908676,1.7582031449903388,ASB3
62,GWAS_Catalog_2019,Body mass index,1/1246,0.5667694775677597,0.5667694775677597,0,0,1.2544846050870146,0.7122996493575781,COL6A5
